GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Sample Count,Estimated Population,Average SE Gross Earnings,Average SE Expenses,Average SE Income Before Tax,Average Emp Gross Earnings,Average Emp Expenses,Average Emp Income Before Tax,Average Tot Gross Earnings,Average Tot Expenses,Average Tot Income Before Tax,EER,Income Before Tax Standard Error,Median Income Before Tax,Average Total Expenses,Average Office and General Business,Average Premises,Average Employee,Average Car and Travel,Average Interest,Average Other,Average Net Capital Allowances,%Zero Office and General Business,%Zero Premises,%Zero Employee,%Zero Car and Travel,%Zero Interest,%Zero Other,%Zero Net Capital Allowances,Count_of_GPs,Percentage_of_GPs_%,Cumulative_Percentage_of_GPs_%,GE Median,GE Q1,GE Q3,GE D1,GE D9,TE Median,IBT Q1,IBT Q3,IBT D1,IBT D9
Salaried,GMS,England,All,Female,<40,All,All,All,All,,,,,1200,3100,17000,8100,8900,53700,800,52900,70700,8900,61800,,613,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,1150,2250,18300,9100,9200,57400,1100,56300,75800,10300,65500,,617,60500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,550,1000,10900,2400,8400,58700,1100,57600,69600,3600,66000,,855,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,England,All,Female,>=60,All,All,All,All,,,,,100,200,6000,1100,4900,47700,1300,46400,53700,2400,51300,,1746,47600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,All,All,All,All,,,,,250,500,9500,3200,6300,66600,1300,65300,76000,4500,71500,,1757,61700,,,,,,,,,,,,,,,,,,,64200,50500,92000,36400,121300,1800,48900,87100,34700,116200
Salaried,GMS,Wales,All,All,All,All,All,All,All,,,,"0 - 25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,3,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,All,All,All,All,,,,"25,000 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,25.6,28.6,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,All,All,All,All,,,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,38.3,66.9,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,All,All,All,All,,,,"75,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,33.1,100,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,All,All,"Fewer than 5,000",All,,,,,50,50,5400,700,4700,65500,1300,64200,70900,2000,68900,,3693,70700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,150,250,10100,3700,6300,65000,1400,63600,75000,5100,69900,,2205,60300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,50,100,8800,1500,7300,71300,1300,70000,80100,2800,77300,,4239,65100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,50,100,11800,5400,6500,69300,1200,68100,81100,6600,74500,,5688,65100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,Rural,All,All,All,,,,,50,150,11200,4600,6600,71700,1600,70100,82900,6200,76700,,3153,73900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,All,Urban,All,All,All,,,,,200,400,8900,2700,6200,64800,1200,63600,73700,3900,69800,,2072,58900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,<40,All,All,All,All,,,,,100,250,12300,3700,8600,59900,1200,58800,72200,4900,67300,,2354,60400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,>=40<50,All,All,All,All,,,,,100,150,6600,2900,3800,72200,1500,70800,78900,4400,74500,,3055,61700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,>=50<60,All,All,All,All,,,,,50,50,7100,2800,4400,80400,1500,78900,87500,4200,83300,,5735,65800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,All,>=60,All,All,All,All,,,,,50,50,,900,,61400,1300,60000,65700,2300,63500,,5283,54200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,Male,All,All,All,All,All,,,,,50,100,15100,3100,12000,84600,1500,83100,99700,4600,95100,,3584,88000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,Male,<40,All,All,All,All,,,,,50,50,22400,4700,17700,82700,1300,81400,105100,6100,99100,,4232,96500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,Male,>=40<50,All,All,All,All,,,,,50,50,,1600,,112000,2300,109700,121200,3900,117300,,11120,109000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,Male,>=50<60,All,All,All,All,,,,,50,50,,,,88500,1600,87000,92800,2200,90600,,7174,78800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,Female,All,All,All,All,All,,,,,200,400,7800,3200,4500,61100,1200,59800,68800,4500,64400,,1833,56800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,Female,<40,All,All,All,All,,,,,50,200,9100,3400,5700,52700,1100,51600,61800,4500,57300,,2306,54700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,Female,>=40<50,All,All,All,All,,,,,50,150,6200,3100,3100,65800,1400,64400,72000,4400,67500,,2653,57900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Wales,All,Female,>=50<60,All,All,All,All,,,,,50,50,8200,3500,4600,77400,1400,76000,85600,5000,80600,,7361,62500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,All,All,All,All,,,,,300,700,13700,4500,9200,66000,1100,64900,79700,5600,74100,,1350,68800,,,,,,,,,,,,,,,,,,,70700,54000,98700,40200,122800,1800,51400,92700,39100,111600
Salaried,GMS,Scotland,All,All,All,All,All,All,All,,,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,23.8,23.8,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,All,All,All,All,,,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,36,59.8,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,All,All,All,All,,,,"75,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,40.2,100,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,50,100,14400,5100,9300,68900,900,68100,83300,6000,77400,,3422,69900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,150,400,13800,4500,9300,64300,1000,63300,78100,5400,72600,,1738,69000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,50,100,17100,6200,10900,67600,1300,66200,84700,7500,77200,,3485,68800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,50,50,,,,67300,1500,65900,73500,3400,70100,,6231,56900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,50,50,7100,600,6500,68200,1400,66800,75400,2000,73300,,5321,77700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,Rural,All,All,All,,,,,150,350,11500,4500,7000,67600,1100,66500,79100,5500,73500,,1740,67100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,All,Urban,All,All,All,,,,,150,350,16000,4600,11400,64300,1100,63300,80400,5700,74700,,2076,69700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,<40,All,All,All,All,,,,,150,400,14000,4400,9700,63200,800,62300,77200,5200,72000,,1633,69000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,100,150,15900,5400,10500,64700,1400,63300,80600,6800,73800,,2941,63300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,50,100,10300,4700,5600,79400,1400,78000,89600,6000,83600,,4148,72700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,All,>=60,All,All,All,All,,,,,50,50,,,,84700,1700,83100,84700,1700,83100,,7407,69700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,Male,All,All,All,All,All,,,,,100,150,21600,8800,12800,80900,1200,79600,102400,10000,92400,,2826,88300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,Male,<40,All,All,All,All,,,,,50,50,13500,4700,8800,73600,1100,72500,87100,5800,81300,,2801,80500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,50,50,34800,14300,20500,80900,1300,79600,115800,15700,100100,,6078,94300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,50,50,27100,,13200,100300,1100,99100,127400,,112300,,7800,105900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,Female,All,All,All,All,All,,,,,250,550,11400,3300,8100,61700,1000,60600,73100,4300,68800,,1475,64900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,Female,<40,All,All,All,All,,,,,150,350,14100,4300,9800,60900,800,60100,75000,5100,69900,,1873,67700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,50,100,7800,1600,6200,57800,1400,56400,65600,3000,62600,,2853,57600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,50,50,5000,1700,3200,72700,1500,71300,77700,3200,74500,,4454,66500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,,100,250,11700,4500,7300,57700,1900,55800,69400,6400,63100,,1972,60200,,,,,,,,,,,,,,,,,,,65200,51600,78400,35700,103100,5100,45800,74200,33900,95600
Salaried,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,31.8,31.8,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,46.4,78.2,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,"75,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,21.8,100,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,50,100,9800,3400,6400,54800,1400,53400,64700,4900,59800,,3709,61400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,50,150,12700,5200,7500,57800,2200,55600,70500,7400,63100,,2183,60100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,50,50,11600,3600,8100,62900,1600,61300,74500,5200,69300,,7369,62500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,50,50,6200,3300,2900,55100,1400,53700,61300,4700,56600,,2277,55800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,100,200,13600,4800,8800,58600,2100,56500,72300,6900,65300,,2510,61400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,100,200,12700,4900,7800,56500,1800,54700,69200,6700,62500,,1956,61400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,50,50,10400,3500,6900,56100,1800,54300,66500,5300,61200,,6234,50900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,50,50,6900,2400,4500,68800,3400,65400,75600,5700,69900,,10524,46600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,50,50,16900,5600,11300,74700,2100,72600,91600,7700,83900,,6225,79700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,50,50,13900,5300,8600,71800,2200,69600,85800,7600,78200,,3935,79700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,100,200,10700,4200,6500,54500,1900,52700,65300,6100,59200,,1899,56500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,50,150,12500,4900,7600,53400,1700,51700,65900,6500,59400,,2106,60100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,50,50,5700,2700,3000,51200,2000,49100,56800,4700,52100,,2917,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,GMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,50,50,7500,2600,4900,66500,3100,63500,74100,5600,68400,,11484,45200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,All,All,,,,,2050,4350,20500,10400,10100,60100,900,59200,80700,11300,69300,,510,64800,,,,,,,,,,,,,,,,,,,67000,50000,89100,35300,119900,1600,48100,84800,34100,109300
Salaried,PMS,England,All,All,All,All,All,All,All,,,,"0 - 25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4.7,4.7,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,All,All,,,,"25,000 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,22.9,27.6,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,All,All,,,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,36.4,64,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,All,All,,,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,21.5,85.5,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,All,All,,,,"100,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,14.5,100,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,"Fewer than 5,000",All,,,,,150,300,10800,3800,7100,63000,900,62100,73800,4700,69100,,2301,62100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,550,1150,16800,7600,9200,59100,800,58200,75800,8400,67400,,896,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,650,1350,24100,12200,11900,58200,1000,57200,82200,13100,69100,,975,63800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,350,800,21100,10500,10500,61700,900,60800,82800,11400,71300,,1144,66900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,All,"20,000 and over",All,,,,,350,750,23100,14000,9100,62600,1000,61600,85600,15000,70700,,1266,66400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,East of England,All,All,,,,,100,200,20100,10500,9600,65500,1000,64600,85600,11500,74100,,2413,69200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,London,All,All,,,,,800,1700,22700,10600,12100,61500,1000,60500,84200,11600,72600,,915,67200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,Midlands,All,All,,,,,100,200,19100,9100,10000,59100,700,58400,78200,9800,68400,,2166,63900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,400,850,23600,14400,9100,60400,800,59500,83900,15300,68600,,1092,65600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,North West,All,All,,,,,250,500,13700,6000,7700,60500,800,59700,74200,6800,67400,,1394,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,South East of England,All,All,,,,,100,200,11500,3500,8000,61000,900,60100,72500,4400,68100,,2408,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,All,South West of England,All,All,,,,,350,750,19200,10300,8900,55300,900,54400,74500,11200,63300,,1009,59900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,Rural,All,All,All,,,,,200,400,22200,12900,9300,59200,800,58400,81500,13700,67800,,1377,64400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,All,Urban,All,All,All,,,,,1900,3950,20400,10200,10200,60200,900,59300,80600,11100,69500,,545,64800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,<40,All,All,All,All,,,,,850,2150,22000,11100,10800,57900,700,57100,79800,11900,67900,,770,65300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,>=40<50,All,All,All,All,,,,,700,1350,20500,10700,9700,60800,1000,59800,81200,11700,69500,,822,63400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,>=50<60,All,All,All,All,,,,,400,650,14600,7100,7500,68000,1300,66700,82600,8500,74100,,1246,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,All,>=60,All,All,All,All,,,,,150,200,25300,11700,13600,54700,1100,53600,80000,12700,67200,,2657,58100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Male,All,All,All,All,All,,,,,600,1150,33700,18100,15600,68600,900,67700,102300,19000,83300,,1131,79300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Male,<40,All,All,All,All,,,,,250,550,39700,22200,17600,66000,700,65200,105700,22900,82800,,1641,78100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Male,>=40<50,All,All,All,All,,,,,150,300,30900,15000,15900,71100,900,70100,101900,15900,86000,,1982,83700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Male,>=50<60,All,All,All,All,,,,,100,200,20300,11000,9400,81400,1200,80200,101700,12200,89500,,2620,86200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Male,>=60,All,All,All,All,,,,,50,100,35500,19000,16500,53800,900,52900,89300,19900,69400,,4387,54400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Female,All,All,All,All,All,,,,,1450,3200,15900,7700,8200,57200,900,56200,73000,8700,64400,,544,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Female,<40,All,All,All,All,,,,,600,1600,16100,7500,8600,55200,700,54500,71300,8300,63100,,839,61800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Female,>=40<50,All,All,All,All,,,,,500,1050,17500,9500,8000,57800,1000,56800,75300,10500,64800,,858,59900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Female,>=50<60,All,All,All,All,,,,,250,500,12300,5600,6700,62600,1300,61300,74900,6900,68000,,1329,61400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,England,All,Female,>=60,All,All,All,All,,,,,50,100,12200,2300,9900,55800,1300,54500,68100,3600,64400,,2266,59700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,All,All,All,All,All,All,,,,,50,100,19600,7700,11900,67600,1200,66400,87200,8900,78300,,3189,73400,,,,,,,,,,,,,,,,,,,74700,57800,94900,45400,146200,1900,56000,90400,43500,135300
Salaried,PMS,Scotland,All,All,All,All,All,All,All,,,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,17.5,17.5,,,,,,,,,,
Salaried,PMS,Scotland,All,All,All,All,All,All,All,,,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,37.2,54.7,,,,,,,,,,
Salaried,PMS,Scotland,All,All,All,All,All,All,All,,,,"75,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,45.3,100,,,,,,,,,,
Salaried,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,50,50,,,,55100,1600,53500,88800,,71900,,4859,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,50,50,20800,9100,11700,58400,900,57500,79200,10000,69200,,3585,73400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,50,50,14200,1600,12600,68400,1000,67300,82600,2600,79900,,7600,71300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,50,50,30500,13300,17200,65100,1300,63700,95500,14700,80900,,5157,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,50,50,9300,2400,6900,70000,1100,68900,79300,3500,75800,,3758,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,All,<40,All,All,All,All,,,,,50,100,20900,7700,13200,69900,1100,68800,90800,8800,82000,,4144,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,50,50,,,,48700,600,48000,84500,,67000,,6641,66500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,50,50,,,,71300,2700,68600,74100,3200,70900,,7174,51100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,Male,All,All,All,All,All,,,,,50,50,,,,86900,1000,86000,94100,2200,92000,,6688,77900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,Female,All,All,All,All,All,,,,,50,100,23100,9500,13600,62100,1300,60800,85200,10800,74400,,3562,73400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salaried,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,50,50,25000,9200,15800,63900,1100,62800,88900,10300,78600,,4507,73400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,,,10350,18350,,,,,,,495400,355200,140200,71.7,461,128700,355200,22200,43900,235600,1000,3300,47200,2000,0.4,0.5,1,19,48,0.2,7.5,,,,439600,322200,600600,238700,804800,304700,98000,167400,72800,216100
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,3.6,3.6,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,7.4,11,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890,15.8,26.8,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690,20.1,46.9,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320,18.1,65,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"150,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440,13.3,78.3,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,8.3,86.6,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"200,000 - 225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,4.8,91.4,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,,"225,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,8.6,100,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,1.4,1.4,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,1,2.4,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,1.9,4.3,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,3.1,7.4,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,4.1,11.5,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"150,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,5.3,16.8,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,6.6,23.4,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"200,000 - 225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,6.9,30.3,,,,,,,,,,
Contractor,GPMS,England,All,All,All,All,All,All,All,,"225,000 - 250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220,6.6,36.9,,,,,,,,,,
